,drugName,condition,review,rating,date,usefulCount
72877,Ethinyl estradiol / norethindrone,Birth Control,"""I started this pill when my son was 3 months old (he is now 18 months old). About 6 months ago I stopped taking the pill and 3 months later I started it again. I had never had any problems with the pill before this but after stopping/starting the pill my hair started falling out. I have been to my OBGYN about it (who has taken me off of the pill), to my primary care physician, and to a dermatologist. All 3 doctors say there really isn&#039;t anything they can do about the hair loss. It&#039;s been about 5 months of hair loss and I am to the point my husband last night noticed my hair line is receding and I&#039;ve lost about 70% of my hair. I am devastated, embarrassed, and scared! I have read devastating hair loss can happen with this pill!""",1,28-Jul-15,3
73486,Ethinyl estradiol / norethindrone,Birth Control,"""I&#039;ve been using Microgestin 1/20 now for 2 weeks, I&#039;m going into my 3rd. At first I noticed that my breast were very sore but within the past couple of days I haven&#039;t noticed it as much. I also know that I have one week left of this pack and I&#039;ve already started my period, as well as the cramping.  And I haven&#039;t been as hungry as usual.  I can live with all of these &quot;side effects&quot; as I guess you would call it.  But the one that I haven&#039;t gotten used to which happens to be the worst one for me and that is dizziness.  Its not an everyday thing but its happened twice now in 2 weeks, twice in a week. The first time it lasted for most of the day, the second time it was just in the morning.  I have a doctors appointment at the end of this week so we&#039;ll see.""",6,2-Sep-13,11
48261,Amerge,Migraine,"""I have used Amerge for years for migraines and it has been great.""",10,5-Mar-08,19
176667,Lorazepam,Anxiety,"""I have acute panic disorder. I was on SSRI&#039;s for a while but they did not work for me to stop the attacks. My doctor decided to put me on Lorazapem. It did stop my panic attacks very well and I started to feel good for a while, I was taking 0.5mg every day. About a year after I had developed a faster heart rate during my panic attacks and I started seeing my pulse pounding on my neck.  I still used it and thought that it was probably a new health condition. After going to several cardiac test, nothing was found wrong with my heart.",,,
I read a message at a discussion board one day.,,,,,,
"Ativan may cause rapid heart rate, a pounding pulse on the neck and chest. I stopped taking it and switched to Xanax. All my symptoms went away.""""""",1,31-Oct-09,34,,,
231087,Milnacipran,ibromyalgia,"""I have just weaned off Cymbalta and started Savella about 3 weeks ago. Be careful of your judgements on side effects of Savella.  Many of us are being weaned off medicines like Cymbalta and others and these can be causing the side effects. Coming off Cymbalta can cause dizziness, feeling &quot;weird&quot; and many others.  Before you write off Savella, make sure your side effects are not withdrawal from other medicines.  I have found if I take Savella on an empty stomach, I am nauseated, so take with food. I also have moved the second dose of the day to 2 pm and that helped decrease the insomnia.  I have more energy than before, but find I am a bit edgy at times and this is fading. Smaller doses may help side effects. Insurance should cover-ask for appeal if denied.""",8,27-Aug-09,109
229566,Lurasidone,Schizophrenia,"""Since starting latuda at 20mg a day and now up to 120mg a day. My life has more balance and no depression. My only concern is my psychosis is still the same but my hallucinations have dropped off.""",9,8-Mar-15,27
129702,Levonorgestrel,Birth Control,"""Ladies do not do what I did and read all these reviews and freak yourself out! When I got my iud placed they gave me a pill to help open up my cervix so it would be less painful. I was so terrified to get it done due to the horrifying reviews. I finally got up the courage to finally have the doctor do it. Ladies it was nothing! They put the clamp on my cervix which didn&#039;t feel great but it wasn&#039;t ungodly painful. The actual insertion took like 30 seconds and then it was done. I felt a cramp but not worse than the ones I get before I&#039;m about to start. After it was done I had mild cramping for an hour then nothing. I also had no spotting at all. Please remember pain is subjective and don&#039;t let a terrible review stop you from getting it.""",10,14-Jun-15,24
215216,Lubiprostone,"Constipation, Chronic","""After several years of regular constipation and laxative use my doctor prescribed Amitiza. I took it at 6 and by 10:30 it was working. I&#039;ve been taking 24mg twice daily but I think I&#039;ll cut back to only once a day because sometimes I&#039;m nervous about leaving my house. It works too well and very fast. """,10,22-Jan-15,69
42015,Simcor,High Cholesterol,"""I have been taking Simcor for almost a year. It did wonders for my high cholesterol but caused significant hair thinning, so I stopped taking it. I know this caused it because it was the only thing I was taking and my doctor agrees with me.  He said it is a side effect of cholesterol medicines with some people. I would rather have my hair than low cholesterol. It is a gradual loss that takes a few months to show up. Afraid to try any other brands for fear they will do the same thing.""",8,1-Dec-09,9
135664,Tinidazole,Bacterial Vaginitis,"""IT WORKS! I took tindamax 2 day dosing, 4 pills on the first day, 4 pills the second day and yes it made me very sick. I was sleepy fatigue nausea headache, it was horrible, and that metal taste is totally disgusting it made everything taste nasty for 4 days, but  medication started working immediately within hours after me taking the first dose. My advice to you is if you are prescribed this medication you may want to take time off of work just so that you can deal with your symptoms.""",10,16-Mar-17,12
118803,Zoloft,Premenstrual Dysphoric Disorde,"""I just started Zoloft 3 days ago and am encouraged by those of you who say the drowiness goes away after a while. I am on the one week prior to my period regime, due to PMDD. It is amazing already how calm and patient I am with my kids and husband. I had been on other meds in the past for depression, but hadn&#039;t taken anything in a few years. I have to say for the last post, the Yaz can make you depressed and gain weight. I would have just done the Zoloft. Loving the Zoloft. Excited to see how I feel when the side effects go away.""",7,5-Feb-12,52
148704,Mirena,Birth Control,"""So I&#039;m on my second week with Mirena. I&#039;m 26 and have never had a child, so insertion was horrible. I consider myself to have a pretty high pain tolerance, but this sent me for a loop. I got dizzy and clammy and almost passed out. Thankfully my best friend was with me and was able to talk me through it and drive my ass around for the day. The after cramps weren&#039;t unbearable, but still very uncomfortable. I only spotted for a few days afterwards. Last week was a breeze. I had no problems at all. Last night I started feeling cramping, like I was dreaming and could feel them in my dreams. I woke up this morning and the cramps were super intense. I got to work and too about 1,000 mg of ibuprofen because they were bad.""",5,27-Jun-16,3
142562,Levonorgestrel,Birth Control,"""After having my first child, I decided to try a long-term method of birth control. I was open to the IUD but very scared about the insertion. I went to planned parenthood and loved their customer service. They gave me pain medicine before insertion which I was VERY happy about! I felt only a little pressure when the nurse inserted it and no pain at all afterwards. It has now been almost 5 months since the insertion and I have yet to get a period. Do not know what to expect but am so far very pleased with my decision! Would definitely recommend!",,,
"STOP reading reviews! I did and I got super scared and almost didn&#039;t go through with it. Every body is different but recommend you carry pain meds w you if worried about pain during procedure""""""",8,27-Aug-17,12,,,
26533,Sprintec,Birth Control,"""My dr put me on Sprintec to regulate me. I have been on it the last year &amp; half. My side effects were tender breasts &amp; mild cramps the week leading up to my period, and then I&#039;d get a headache on the day of my period, which was ok with me as it warns me it was coming. The plus side for me on this pill is my mood swings are gone. It really balances me out. Recently I went to the doctor for a check up, and she suggested a new birth control pill that will aloud me to only have 2 day periods verses the 4 day ones I have with Sprintec, but also, I wouldn&#039;t get the sore breasts, etc., plus it is a lower dose. A week &amp; half into it, I was mad at the world and depressed. I am now back on Sprintec. I&#039;d take sore boobs &amp; headache over mood swings any day!""",9,21-Aug-13,9
